index,epoch,r@1,r@2,r@4,r@8,NMI,lr,scl_x,scl_p,sz_emb,seed,edition,torch version,batch,train_classes,eval_classes
59,37,0.4596556380823768,0.5847400405131667,0.6968264686022958,0.7952397029034436,0.5759182313177568,1,1.0,1.0,64,0,1,1.1.0,128.0,"[0, 100]","[100, 200]"
59,38,0.46336934503713706,0.5828831870357867,0.6981769074949359,0.7945644834571236,0.5766995948536222,1,1.0,1.0,64,0,1,1.1.0,128.0,"[0, 100]","[100, 200]"
59,39,0.46303173531397707,0.5803511141120864,0.6973328831870358,0.7952397029034436,0.5822857750537046,1,1.0,1.0,64,0,1,1.1.0,128.0,"[0, 100]","[100, 200]"
60,0,0.4577987846049966,0.5815327481431465,0.7062795408507765,0.8104321404456448,0.5680554572436844,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,1,0.4799122214719784,0.6092167454422688,0.7194463200540175,0.8129642133693449,0.5771457958889127,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,2,0.4662390276839973,0.6049966239027684,0.7152261985145172,0.8138082376772451,0.5820083269314859,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,3,0.4588116137744767,0.5840648210668468,0.6981769074949359,0.7910195813639432,0.5684180679331092,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,4,0.4591492234976367,0.5827143821742066,0.6954760297096556,0.7862930452397029,0.5650689796182887,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,5,0.4328156650911546,0.5575624577987845,0.6711681296421337,0.7758271438217421,0.5601690092803278,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,6,0.4149223497636732,0.537643484132343,0.6639095205941931,0.7673869007427414,0.5531437007073409,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,7,0.4098582039162728,0.5319041188386225,0.6568197164078325,0.761985145172181,0.5419090753061213,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,8,0.4022619851451722,0.5238014854827819,0.6390952059419311,0.7518568534773802,0.526154332989145,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,9,0.4069885212694125,0.5297096556380824,0.6525995948683322,0.7564145847400405,0.5427811392085514,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,10,0.4110398379473329,0.5278528021607022,0.6399392302498312,0.7424037812288994,0.5353277008883425,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,11,0.3890952059419312,0.5065833896016205,0.6360567184334909,0.7430790006752195,0.5328234995633494,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,12,0.3841998649561108,0.5032072923700203,0.6308237677245104,0.7295746117488183,0.5221638623365348,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,13,0.3794733288318704,0.49932478055368,0.6200202565833896,0.7292370020256583,0.524082508812806,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,14,0.3826806212018906,0.5021944632005402,0.6205266711681297,0.7295746117488183,0.5280069941652747,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,15,0.36174881836596895,0.4831195138419986,0.6011141120864281,0.7057731262660365,0.5010226742828133,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,16,0.362424037812289,0.4802498311951384,0.6070222822417286,0.7199527346387576,0.5152718857573975,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,17,0.3652937204591492,0.4809250506414585,0.600270087778528,0.7084740040513167,0.5090960797635469,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,18,0.3548278190411884,0.4797434166103984,0.6017893315327482,0.7111748818365969,0.5099575154863301,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,19,0.3551654287643484,0.4743416610398379,0.5892977717758271,0.6991897366644161,0.5055971920047986,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,20,0.32562457798784605,0.4383862255232951,0.5558744091829845,0.675894665766374,0.4879500751262155,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,21,0.3450371370695476,0.4640445644834571,0.5795070898041864,0.6986833220796759,0.4963788640779939,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,22,0.350270087778528,0.4718095881161378,0.5899729912221472,0.6964888588791357,0.5113553769915796,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,23,0.34233625928426736,0.4564483457123565,0.5714044564483457,0.6882174206617151,0.5038568311978893,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,24,0.3462187711006077,0.4532410533423363,0.5759621877110059,0.6868669817690749,0.4983426981014473,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,25,0.3509453072248481,0.4674206617150574,0.5838960162052668,0.6929439567859554,0.5009116034159166,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,26,0.3300135043889264,0.4483457123565159,0.5675219446320054,0.6785955435516543,0.4985162333276736,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,27,0.34031060094530724,0.4606684672518568,0.5752869682646861,0.6934503713706954,0.5037255283069331,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,28,0.34047940580688724,0.4525658338960162,0.562626603646185,0.6777515192437542,0.4949451612478365,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,29,0.33355840648210666,0.4437879810938555,0.5604321404456448,0.675388251181634,0.4896398931854778,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,30,0.3271438217420662,0.449696151249156,0.5732613099257259,0.6802835921674544,0.4873999706832532,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,31,0.33355840648210666,0.4464888588791357,0.5595881161377447,0.6701553004726536,0.4928830240357887,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,32,0.3200540175557056,0.4328156650911546,0.5476029709655638,0.6635719108710331,0.4847031553096511,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,33,0.3269750168804861,0.4422687373396354,0.5612761647535449,0.6716745442268738,0.4857083720864839,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,34,0.3342336259284268,0.4454760297096557,0.5604321404456448,0.6730249831195139,0.4941790166232859,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,35,0.3217420661715057,0.43180283592167457,0.5541863605671843,0.6699864956110736,0.4798476933078998,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,36,0.3168467251856853,0.4307900067521945,0.5509790681971639,0.6706617150573937,0.4838312931406807,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,37,0.3149898717083052,0.424713031735314,0.5447332883187036,0.6618838622552329,0.4835051338964072,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,38,0.3293382849426064,0.4490209318028359,0.5639770425388251,0.6841661039837947,0.4939345336874282,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
60,39,0.3220796758946657,0.4353477380148548,0.5577312626603647,0.6794395678595544,0.4878500005615182,1,1.0,1.0,64,1,0,1.1.0,32.0,"[0, 100]","[100, 200]"
61,0,0.4577987846049966,0.5815327481431465,0.7062795408507765,0.8104321404456448,0.5680554572436844,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,1,0.4799122214719784,0.6092167454422688,0.7194463200540175,0.8129642133693449,0.5771457958889127,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,2,0.4662390276839973,0.6049966239027684,0.7152261985145172,0.8138082376772451,0.5820083269314859,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,3,0.4588116137744767,0.5840648210668468,0.6981769074949359,0.7910195813639432,0.5684180679331092,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,4,0.4591492234976367,0.5827143821742066,0.6954760297096556,0.7862930452397029,0.5650689796182887,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,5,0.4328156650911546,0.5575624577987845,0.6711681296421337,0.7758271438217421,0.5601690092803278,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,6,0.4149223497636732,0.537643484132343,0.6639095205941931,0.7673869007427414,0.5531437007073409,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,7,0.4098582039162728,0.5319041188386225,0.6568197164078325,0.761985145172181,0.5419090753061213,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,8,0.4022619851451722,0.5238014854827819,0.6390952059419311,0.7518568534773802,0.526154332989145,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,9,0.4069885212694125,0.5297096556380824,0.6525995948683322,0.7564145847400405,0.5427811392085514,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,10,0.4110398379473329,0.5278528021607022,0.6399392302498312,0.7424037812288994,0.5353277008883425,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,11,0.3890952059419312,0.5065833896016205,0.6360567184334909,0.7430790006752195,0.5328234995633494,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,12,0.3841998649561108,0.5032072923700203,0.6308237677245104,0.7295746117488183,0.5221638623365348,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,13,0.3794733288318704,0.49932478055368,0.6200202565833896,0.7292370020256583,0.524082508812806,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,14,0.3826806212018906,0.5021944632005402,0.6205266711681297,0.7295746117488183,0.5280069941652747,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,15,0.36174881836596895,0.4831195138419986,0.6011141120864281,0.7057731262660365,0.5010226742828133,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,16,0.362424037812289,0.4802498311951384,0.6070222822417286,0.7199527346387576,0.5152718857573975,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,17,0.3652937204591492,0.4809250506414585,0.600270087778528,0.7084740040513167,0.5090960797635469,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,18,0.3548278190411884,0.4797434166103984,0.6017893315327482,0.7111748818365969,0.5099575154863301,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,19,0.3551654287643484,0.4743416610398379,0.5892977717758271,0.6991897366644161,0.5055971920047986,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,20,0.32562457798784605,0.4383862255232951,0.5558744091829845,0.675894665766374,0.4879500751262155,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,21,0.3450371370695476,0.4640445644834571,0.5795070898041864,0.6986833220796759,0.4963788640779939,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,22,0.350270087778528,0.4718095881161378,0.5899729912221472,0.6964888588791357,0.5113553769915796,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,23,0.34233625928426736,0.4564483457123565,0.5714044564483457,0.6882174206617151,0.5038568311978893,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,24,0.3462187711006077,0.4532410533423363,0.5759621877110059,0.6868669817690749,0.4983426981014473,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,25,0.3509453072248481,0.4674206617150574,0.5838960162052668,0.6929439567859554,0.5009116034159166,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,26,0.3300135043889264,0.4483457123565159,0.5675219446320054,0.6785955435516543,0.4985162333276736,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,27,0.34031060094530724,0.4606684672518568,0.5752869682646861,0.6934503713706954,0.5037255283069331,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,28,0.34047940580688724,0.4525658338960162,0.562626603646185,0.6777515192437542,0.4949451612478365,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,29,0.33355840648210666,0.4437879810938555,0.5604321404456448,0.675388251181634,0.4896398931854778,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,30,0.3271438217420662,0.449696151249156,0.5732613099257259,0.6802835921674544,0.4873999706832532,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,31,0.33355840648210666,0.4464888588791357,0.5595881161377447,0.6701553004726536,0.4928830240357887,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,32,0.3200540175557056,0.4328156650911546,0.5476029709655638,0.6635719108710331,0.4847031553096511,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,33,0.3269750168804861,0.4422687373396354,0.5612761647535449,0.6716745442268738,0.4857083720864839,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,34,0.3342336259284268,0.4454760297096557,0.5604321404456448,0.6730249831195139,0.4941790166232859,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,35,0.3217420661715057,0.43180283592167457,0.5541863605671843,0.6699864956110736,0.4798476933078998,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,36,0.3168467251856853,0.4307900067521945,0.5509790681971639,0.6706617150573937,0.4838312931406807,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,37,0.3149898717083052,0.424713031735314,0.5447332883187036,0.6618838622552329,0.4835051338964072,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,38,0.3293382849426064,0.4490209318028359,0.5639770425388251,0.6841661039837947,0.4939345336874282,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
61,39,0.3220796758946657,0.4353477380148548,0.5577312626603647,0.6794395678595544,0.4878500005615182,1,1.0,1.0,64,1,1,1.1.0,32.0,"[0, 100]","[100, 200]"
62,0,0.4228561782579338,0.550641458474004,0.6703241053342336,0.7859554355165429,0.5432195872487711,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,1,0.4535786630654962,0.5796758946657664,0.7081363943281567,0.8075624577987845,0.5693358817941531,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,2,0.4657326130992572,0.5963875759621877,0.7186022957461174,0.8141458474004052,0.5789483300404508,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,3,0.4795746117488184,0.6041525995948683,0.7182646860229575,0.8181971640783254,0.5817897574005605,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,4,0.4843011478730587,0.6022957461174882,0.7253544902093181,0.8202228224172856,0.5922226634186666,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,5,0.4858203916272789,0.6046590141796083,0.7196151249155975,0.8195476029709655,0.5862619458063231,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,6,0.4886900742741391,0.6120864280891289,0.7299122214719784,0.8225860904794058,0.5889800329430266,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,7,0.4966239027683997,0.6227211343686698,0.7361580013504389,0.8251181634031061,0.5966896972266368,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,8,0.4859891964888589,0.611917623227549,0.725016880486158,0.8208980418636057,0.5885046919992453,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,9,0.4989871708305199,0.6220459149223497,0.7317690749493585,0.8214044564483457,0.589655753057663,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,10,0.4913909520594193,0.613436866981769,0.7231600270087779,0.8160027008777853,0.587841115355718,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,11,0.4913909520594193,0.611411208642809,0.725185685347738,0.8133018230925051,0.5845909898077314,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,12,0.4944294395678596,0.6218771100607697,0.7329507089804186,0.8212356515867657,0.5947426783630291,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,13,0.4880148548278189,0.6097231600270088,0.7202903443619176,0.8154962862930453,0.5874142334340284,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,14,0.4902093180283592,0.6158001350438893,0.7292370020256583,0.8156650911546253,0.584951401691072,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,15,0.4940918298446995,0.6201890614449697,0.7285617825793382,0.8148210668467252,0.589795495070482,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,16,0.487508440243079,0.6125928426738689,0.7201215395003376,0.8114449696151249,0.58589533593231,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,17,0.4816002700877785,0.6183322079675895,0.7285617825793382,0.8166779203241054,0.5843609974731552,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,18,0.4839635381498987,0.6100607697501688,0.7189399054692776,0.8085752869682646,0.5832946815011563,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,19,0.4785617825793383,0.6034773801485482,0.7148885887913572,0.8089128966914247,0.579272232182947,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,20,0.4777177582714382,0.6066846725185685,0.7177582714382175,0.8100945307224848,0.5812844211460401,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,21,0.4773801485482782,0.599257258609048,0.7150573936529372,0.8134706279540851,0.5853750834250395,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,22,0.4787305874409183,0.6033085752869682,0.7143821742066172,0.8024983119513842,0.5796421913536179,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,23,0.4765361242403781,0.5957123565158676,0.7094868332207968,0.8053679945982444,0.5824829237007197,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,24,0.4746792707629981,0.6031397704253882,0.712862930452397,0.8009790681971641,0.5825914669335629,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,25,0.4704591492234976,0.5999324780553679,0.7164078325455773,0.8003038487508441,0.5804759774716058,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,26,0.475354490209318,0.5972316002700878,0.7103308575286968,0.8058744091829845,0.5775936125230654,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,27,0.4659014179608373,0.5892977717758271,0.7042538825118163,0.7977717758271439,0.5784373717032002,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,28,0.4726536124240378,0.5972316002700878,0.7101620526671168,0.8009790681971641,0.5789067382555719,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,29,0.4729912221471978,0.600101282916948,0.7101620526671168,0.8018230925050641,0.5836209327501574,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,30,0.4660702228224173,0.5953747467927076,0.7079675894665767,0.8023295070898042,0.5808404777765768,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,31,0.4721471978392978,0.5974004051316678,0.7062795408507765,0.7962525320729237,0.5819932515389197,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,32,0.4677582714382174,0.5889601620526671,0.701046590141796,0.7959149223497637,0.5809235633943023,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,33,0.4667454422687373,0.5957123565158676,0.7045914922349764,0.7962525320729237,0.5775977332073821,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,34,0.462018906144497,0.5859216745442268,0.7035786630654963,0.7991222147197841,0.5773655204324959,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,35,0.4701215395003376,0.587609723160027,0.6993585415259961,0.7989534098582042,0.5731509899875293,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,36,0.4657326130992572,0.5882849426063471,0.7044226873733963,0.7986158001350439,0.5806161802202308,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,37,0.46303173531397707,0.5857528696826468,0.699864956110736,0.7927076299797434,0.5822453596347964,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,38,0.4684334908845375,0.587272113436867,0.6949696151249156,0.7937204591492235,0.5743671367882329,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
62,39,0.4625253207292371,0.5822079675894666,0.6959824442943957,0.7927076299797434,0.5741628484837903,1,1.0,1.0,64,1,1,1.1.0,128.0,"[0, 100]","[100, 200]"
63,0,0.4704591492234976,0.5909858203916273,0.7138757596218771,0.812120189061445,0.5750718862123094,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,1,0.4891964888588791,0.6056718433490884,0.7187711006076976,0.8116137744767049,0.5901459244825528,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,2,0.4660702228224173,0.5930114787305875,0.7039162727886563,0.7994598244429441,0.5780973523405469,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,3,0.4713031735313977,0.5903106009453072,0.6973328831870358,0.799291019581364,0.5819618396143343,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,4,0.43821742066171504,0.5612761647535449,0.6775827143821742,0.7803848750844025,0.5624401226258108,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,5,0.4262322754895341,0.5462525320729237,0.6752194463200539,0.7808912896691425,0.5601789210742417,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,6,0.4228561782579338,0.5401755570560433,0.6515867656988521,0.7575962187711006,0.5504167531944478,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,7,0.41357191087103307,0.5332545577312626,0.6512491559756921,0.7523632680621202,0.5495881891912685,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,8,0.4086765698852127,0.5268399729912221,0.6468602295746118,0.7606347062795409,0.5445759390199861,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,9,0.3863943281566509,0.5077650236326806,0.6306549628629304,0.7413909520594193,0.5324294678677928,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,10,0.39213369345037136,0.5109723160027009,0.6331870357866306,0.737508440243079,0.5421620878373666,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,11,0.3818365968939905,0.5045577312626603,0.6316677920324105,0.7400405131667792,0.5341059260170493,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,12,0.3723835246455098,0.4940918298446995,0.6129304523970289,0.7255232950708981,0.5239294087593226,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,13,0.3627616475354489,0.4734976367319379,0.6031397704253882,0.7113436866981769,0.5142191347258138,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,14,0.35820391627278864,0.4721471978392978,0.5835584064821067,0.6927751519243754,0.5013378605089258,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,15,0.35010128291694803,0.4733288318703578,0.5962187711006077,0.7108372721134368,0.5135637436029103,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,16,0.3570222822417285,0.4758609047940581,0.5926738690074275,0.7045914922349764,0.5098576851532736,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,17,0.362592842673869,0.4714719783929777,0.5887913571910871,0.699696151249156,0.5081474908830693,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,18,0.35010128291694803,0.4604996623902768,0.5808575286968265,0.6949696151249156,0.5053857103736797,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,19,0.33744091829844697,0.4527346387575962,0.5707292370020257,0.6872045914922349,0.4971503416545363,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,20,0.34537474679270763,0.4529034436191762,0.5742741390952061,0.6858541525995948,0.4984140934418841,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,21,0.33085752869682644,0.44193112761647535,0.5641458474004052,0.6796083727211344,0.4941714168613119,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,22,0.3350776502363268,0.4550979068197164,0.5692099932478055,0.6833220796758946,0.4964083120793039,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,23,0.3239365293720459,0.4361917623227549,0.5607697501688048,0.6770762997974341,0.4872784249991826,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,24,0.324949358541526,0.4461512491559757,0.5600945307224848,0.6704929101958136,0.4926827391616558,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,25,0.3192099932478055,0.4287643484132343,0.5460837272113437,0.6628966914247131,0.4885533872349381,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,26,0.3330519918973666,0.44665766374071575,0.5687035786630655,0.6870357866306551,0.501449058730058,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,27,0.3389601620526671,0.4449696151249156,0.562964213369345,0.6765698852126941,0.4956805699156612,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,28,0.3290006752194463,0.4446320054017556,0.5579000675219447,0.675894665766374,0.4960818341902175,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
63,29,0.3279878460499662,0.44209993247805535,0.5602633355840648,0.6726873733963538,0.4862458118944675,1,1.0,1.0,64,2,0,1.1.0,32.0,"[0, 100]","[100, 200]"
