index,epoch,r@1,r@2,r@4,r@8,NMI,lr,scl_x,scl_p,sz_emb,seed,edition,batch,torch version,train_classes,eval_classes,p_c
0,28,0.3845775427376705,0.5054728815643832,0.6198499569548641,0.7273398106014021,0.483114197453207,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,29,0.3746156684294675,0.4972328126921658,0.6146845406469069,0.7206985610625999,0.4803365102445114,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,30,0.384085598327389,0.500307465256426,0.6221866929037019,0.7309064075759439,0.4809608751867462,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,31,0.3653917107366868,0.48259746648628704,0.5991882917230353,0.7048333538310171,0.4629059019261002,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,32,0.35813553068503257,0.4765711474603371,0.6045996802361333,0.7161480752674948,0.4740884283113827,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,33,0.3653917107366868,0.4919444102816382,0.6103800270569426,0.7159021030623539,0.4746773386512372,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,34,0.35075636453080794,0.4730045504857951,0.5923010699790924,0.7007748124461936,0.4664212286959013,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,35,0.3621940720698561,0.4802607305374493,0.6004181527487394,0.7114746033698192,0.4764359091787086,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,36,0.3511253228385193,0.4766941335629074,0.6007871110564507,0.7129504366006642,0.4701449872687094,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,37,0.3603492805313,0.4821055220760054,0.6004181527487394,0.7059402287541507,0.4717854479938264,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,38,0.3648997663264051,0.4808756610503013,0.5998032222358873,0.7155331447546427,0.4711936467900957,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
0,39,0.3541999754027795,0.472389619972943,0.5969745418767679,0.7050793260361579,0.4651505506752405,1,1.0,1.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
1,0,0.3035297011437708,0.41569302668798425,0.5438445455663511,0.6637559955725003,0.3912602225390212,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,1,0.370557127044644,0.4936662157176239,0.6149305128520477,0.7263559217808387,0.4333944151405367,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,2,0.4031484442258025,0.5241667691550854,0.6518263436231706,0.7578403640388636,0.4536499216182683,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,3,0.4314352478169967,0.5600787111056451,0.6831877997786251,0.7851432788094945,0.4720307816165884,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,4,0.4530808018693888,0.5766818349526504,0.694010576804821,0.7948591809125569,0.48715794134371104,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,5,0.4766941335629074,0.5991882917230353,0.7083999508055591,0.8119542491698438,0.5051171905227364,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,6,0.48259746648628704,0.6037387775181404,0.7190997417291846,0.8099864715287173,0.5122311777285421,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,7,0.5019062845898413,0.6244004427499693,0.7274627967039724,0.8155208461443857,0.5097570498875734,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,8,0.5083015619235026,0.6315336366990529,0.7331201574222113,0.821916123478047,0.5197229035759467,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,9,0.5067027425900873,0.6284589841347927,0.7373016849096052,0.8244988316320255,0.5165664648821211,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,10,0.5133439921288895,0.6380519001352847,0.7419751568072808,0.8292952896322715,0.5310695667897428,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,11,0.5148198253597344,0.6358381502890174,0.740253351371295,0.8318779977862502,0.5309581492570767,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,12,0.5083015619235026,0.6346082892633133,0.7435739761406961,0.8308941089656868,0.53293581415046,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,13,0.520723158283114,0.6467839134177837,0.7519370311154839,0.8349526503505104,0.5349217955965073,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,14,0.5167876030008609,0.6412495388021153,0.7444348788586891,0.8327389005042429,0.5377065806374974,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,15,0.5262575328987824,0.6471528717254951,0.7503382117820686,0.8361825113762145,0.5391554959249449,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,16,0.5176485057188538,0.6429713442381011,0.7542737670643217,0.8332308449145247,0.5376887070195573,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,17,0.5158037141802976,0.6358381502890174,0.7441889066535482,0.8297872340425532,0.5390873771406126,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,18,0.5148198253597344,0.6448161357766572,0.747140573115238,0.8332308449145247,0.5419919110804704,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,19,0.5148198253597344,0.6364530808018694,0.7466486287049563,0.8308941089656868,0.5443915682778098,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,20,0.5181404501291355,0.6413725249046858,0.7509531422949207,0.8348296642479399,0.5408997182722255,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,21,0.5225679498216701,0.6478907883409175,0.7539048087566105,0.8369204279916369,0.5437889177131788,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,22,0.5167876030008609,0.6373139835198622,0.7464026564998155,0.8316320255811094,0.5385869888712006,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,23,0.5209691304882548,0.6403886360841224,0.7503382117820686,0.8322469560939614,0.5426183623738319,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,24,0.5202312138728323,0.6419874554175378,0.7484934202435125,0.8335998032222359,0.5451020202771772,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,25,0.520108227770262,0.6429713442381011,0.7475095314229492,0.8329848727093838,0.5463665301528975,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,26,0.5151887836674456,0.6414955110072562,0.7449268232689706,0.8301561923502644,0.5442886135908676,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,27,0.520723158283114,0.6477678022383471,0.7488623785512237,0.8337227893248063,0.5463589554441316,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,28,0.5224449637190998,0.6489976632640512,0.7500922395769278,0.8380273029147707,0.5428481385314579,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,29,0.518017464026565,0.6381748862378551,0.7449268232689706,0.8278194564014266,0.5465932268320346,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,30,0.5204771860779732,0.6437092608535235,0.7428360595252737,0.8296642479399828,0.5430088089526567,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,31,0.5130980199237486,0.6382978723404256,0.7441889066535482,0.8356905669659328,0.5480243339170546,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,32,0.520108227770262,0.6410035665969745,0.747140573115238,0.8334768171196655,0.5485224038422074,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,33,0.5198622555651211,0.6398966916738409,0.7450498093715409,0.8311400811708277,0.5473788903898059,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,34,0.5199852416676916,0.6426023859303899,0.7473865453203788,0.8299102201451236,0.5478542449432761,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,35,0.5172795474111426,0.6376829418275735,0.7446808510638298,0.8310170950682573,0.5447115131973833,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,36,0.5171565613085721,0.6382978723404256,0.7481244619358013,0.8342147337350879,0.5483823697252577,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,37,0.5218300332062477,0.6391587750584184,0.7487393924486533,0.8335998032222359,0.5457925199535061,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,38,0.5133439921288895,0.6332554421350387,0.7406223096790062,0.8311400811708277,0.5453289954651458,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
1,39,0.5162956585905792,0.6428483581355307,0.7473865453203788,0.8374123724019186,0.5452868692615416,1,1.0,1.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
2,0,0.38199483458369204,0.5100233673594884,0.6352232197761652,0.7545197392694626,0.4392473534357967,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,1,0.5324068380273029,0.651949329725741,0.7610380027056942,0.8463903578895585,0.5173353201387394,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,2,0.5862747509531423,0.6992989792153487,0.7983027917845283,0.8706186200959292,0.5427477683872146,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,3,0.6033698192104292,0.7232812692165785,0.8124461935801255,0.8842700774812446,0.5577647300503199,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,4,0.6140696101340548,0.7289386299348174,0.8184725126060756,0.883163202558111,0.5644552487101949,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,5,0.6007871110564507,0.7101217562415447,0.7986717500922396,0.8617636207108597,0.5437344560160654,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,6,0.623416553929406,0.7305374492682327,0.8157668183495265,0.8787357028655762,0.5592079313379607,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,7,0.6092731521338088,0.7204525888574591,0.8081416799901611,0.8730783421473374,0.5658471424818068,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,8,0.579879473619481,0.6962243266510885,0.7894477923994588,0.8616406346082892,0.5471247585211709,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,9,0.5849219038248678,0.7034805067027425,0.7948591809125569,0.8676669536342393,0.5361734077039529,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,10,0.5747140573115238,0.6916738408559833,0.785266264912065,0.8606567457877259,0.5363146947128881,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,11,0.5781576681834952,0.6930266879842578,0.7863731398351986,0.8572131349157546,0.5391422436665589,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,12,0.5732382240806789,0.6937646045996803,0.7825605706555159,0.8568441766080432,0.5382766000639843,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,13,0.5475341286434633,0.6656007871110564,0.7646045996802361,0.8415938998893125,0.5129655607265441,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,14,0.5511007256180052,0.6599434263928177,0.7548886975771738,0.8348296642479399,0.5217314473457206,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,15,0.5576189890542369,0.6723650227524289,0.7665723773213627,0.8422088304021645,0.526244340750089,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,16,0.5453203787971961,0.6590825236748248,0.7594391833722789,0.8387652195301931,0.5217745446616805,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,17,0.5458123232074775,0.6641249538802115,0.7610380027056942,0.8414709137867421,0.5198181951768462,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,18,0.5343746156684295,0.6513343992128889,0.7514450867052023,0.8270815397860042,0.5143815919565622,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,19,0.5359734350018448,0.6480137744434878,0.7487393924486533,0.8331078588119543,0.5172580737198499,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,20,0.5242897552576559,0.6376829418275735,0.7408682818841471,0.8238839011191735,0.5146474547010251,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,21,0.5203541999754028,0.6429713442381011,0.7425900873201329,0.8248677899397369,0.5155574884028014,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,22,0.5293321854630427,0.6421104415201082,0.7422211290124215,0.8283114008117083,0.5061495114858677,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,23,0.5065797564875171,0.6259992620833845,0.7336121018324929,0.8182265404009347,0.4918137136327476,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,24,0.5097773951543476,0.6226786373139835,0.7208215471651703,0.8059279301438937,0.4981974009187039,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,25,0.4964948960767434,0.6149305128520477,0.7238961997294305,0.8112163325544214,0.4957832710216728,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,26,0.4823514942811462,0.6044766941335629,0.7125814782929529,0.8012544582462182,0.4892470395941488,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,27,0.4748493420243513,0.595498708645923,0.6969622432665109,0.7953511253228385,0.4882857370962806,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,28,0.4850571885376953,0.6050916246464151,0.7075390480875661,0.7995326528102324,0.4989054668306155,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,29,0.4937892018201943,0.6039847497232813,0.7112286311646784,0.7997786250153732,0.4997433096216329,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,30,0.4765711474603371,0.5950067642356414,0.7007748124461936,0.7915385561431558,0.4915565456046302,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,31,0.4659943426392818,0.5847989177222974,0.6978231459845038,0.7888328618866068,0.4870267201003732,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,32,0.472389619972943,0.5910712089533883,0.6959783544459476,0.7880949452711844,0.4880336113013241,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,33,0.4742344115114992,0.5974664862870496,0.7064321731644324,0.7984257778870988,0.4923998213446405,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,34,0.4700528840241053,0.5827081539786004,0.6844176608043291,0.7789939736809741,0.4773838244724295,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,35,0.4732505226909359,0.5941458615176485,0.6970852293690812,0.7905546673225925,0.4799108351869501,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,36,0.4615668429467471,0.5800024597220514,0.6903209937277087,0.7813307096298119,0.4765452185745284,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,37,0.4603369819210429,0.5726232935678268,0.6775304390603861,0.771491821424179,0.4718434380209877,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,38,0.4702988562292461,0.5859057926454311,0.6946255073176731,0.7874800147583323,0.4809013886743738,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
2,39,0.465748370434141,0.5818472512606075,0.6911818964457016,0.7816996679375231,0.4773722913936322,1,1.0,3.0,64,0,0,32,1.1.0,"[0, 98]","[98, 196]",1
3,0,0.24941581601279056,0.3570286557618989,0.4795228139220269,0.6210798179805682,0.3552001919060939,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,1,0.3779362931988685,0.49551100725618,0.6175132210060263,0.7295535604476694,0.4259965423694427,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,2,0.4732505226909359,0.5950067642356414,0.7157791169597836,0.8091255688107244,0.4906764173066186,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,3,0.5335137129504366,0.6582216209568319,0.762144877628828,0.8489730660435371,0.5270105776264871,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,4,0.5683187799778625,0.6881072438814414,0.7904316812200222,0.8628704956339933,0.5431673224900918,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,5,0.5861517648505719,0.7081539786004182,0.8058049440413233,0.8739392448653303,0.5666068575026891,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,6,0.6020169720821548,0.7204525888574591,0.8103554298364285,0.8836551469683925,0.5684201469640661,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,7,0.6197269708522937,0.7301684909605215,0.8211782068626245,0.8879596605583571,0.5844687137832998,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,8,0.6229246095191243,0.7337350879350634,0.8214241790677653,0.8880826466609273,0.582144698203895,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,9,0.6316566228016234,0.7359488377813307,0.8272045258885746,0.8901734104046243,0.5867211013044357,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,10,0.6294428729553561,0.737547657114746,0.8274504980937154,0.8958307711228631,0.5891977011506361,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,11,0.6341163448530316,0.7493543229615054,0.8326159144016726,0.8959537572254336,0.5966766845909741,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,12,0.6400196777764112,0.7489853646537942,0.8316320255811094,0.8974295904562785,0.5921368140558005,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,13,0.6416184971098265,0.750461197884639,0.8350756364530808,0.8965686877382856,0.5979037238528043,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,14,0.6470298856229246,0.7542737670643217,0.8305251506579756,0.8927561185586029,0.5984792829801386,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,15,0.6499815520846144,0.7531668921411879,0.8409789693764604,0.9000122986102571,0.6071445665404742,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,16,0.6443241913663756,0.7518140450129135,0.8351986225556512,0.9006272291231091,0.6022822965409045,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,17,0.6472758578280654,0.7516910589103432,0.8366744557864961,0.897306604353708,0.6030378462003112,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,18,0.6488746771614807,0.750461197884639,0.8342147337350879,0.9018570901488132,0.6008009648683923,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,19,0.6450621079817981,0.7484934202435125,0.8379043168122002,0.90087320132825,0.6034710855179999,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,20,0.6444471774689461,0.7510761283974909,0.8385192473250522,0.9011191735333908,0.6021069708168907,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,21,0.6419874554175378,0.7536588365514697,0.8412249415816013,0.902717992866806,0.5971415008494276,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,22,0.6391587750584184,0.7462796703972451,0.8344607059402288,0.8938629934817366,0.598798141590676,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,23,0.6461689829049317,0.7532898782437585,0.8350756364530808,0.8961997294305744,0.5941526164072634,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,24,0.6395277333661297,0.7475095314229492,0.8339687615299471,0.8948468823022998,0.5968525525224898,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,25,0.6445701635715164,0.7514450867052023,0.8374123724019186,0.8965686877382856,0.5980969555747779,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,26,0.6470298856229246,0.7521830033206248,0.840241052761038,0.8989054236871233,0.6019743642222977,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,27,0.645923010699791,0.7511991145000615,0.8361825113762145,0.8984134792768417,0.6004107987659145,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,28,0.6488746771614807,0.7542737670643217,0.8387652195301931,0.8953388267125815,0.5939822324296073,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,29,0.6443241913663756,0.7537818226540401,0.8358135530685032,0.8976755626614192,0.5985356161676453,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,30,0.6387898167507071,0.749846267371787,0.8334768171196655,0.8966916738408559,0.5982131818568808,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,31,0.6371909974172918,0.750461197884639,0.8353216086582216,0.8996433403025458,0.5996580875568395,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,32,0.6445701635715164,0.7535358504488993,0.8386422334276227,0.8958307711228631,0.5978598295805914,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
3,33,0.6455540523920797,0.7496002951666462,0.8348296642479399,0.8933710490714549,0.5967941745823461,1,1.0,3.0,64,0,0,128,1.1.0,"[0, 98]","[98, 196]",1
