index,epoch,r@1,r@2,r@4,r@8,NMI,lr,scl_x,scl_p,sz_emb,seed
22,12,0.5178933153274814,0.6439905469277515,0.7608035111411209,0.8507765023632681,,10,3.0,3.0,64,1
22,13,0.5209318028359217,0.6443281566509116,0.7614787305874409,0.8541525995948683,,10,3.0,3.0,64,1
22,14,0.5234638757596218,0.6520931802835922,0.7638419986495611,0.8538149898717083,,10,3.0,3.0,64,1
23,0,0.275320729237002,0.3926401080351114,0.5243079000675219,0.6698176907494936,,10,8.0,8.0,64,1
23,1,0.3099257258609048,0.42707629979743417,0.5590817015530047,0.6927751519243754,,10,8.0,8.0,64,1
23,2,0.324949358541526,0.4441255908170155,0.5769750168804861,0.7025658338960162,,10,8.0,8.0,64,1
23,3,0.35398379473328834,0.4741728561782579,0.6011141120864281,0.7115124915597569,,10,8.0,8.0,64,1
23,4,0.34942606347062793,0.4714719783929777,0.6017893315327482,0.7204591492234976,,10,8.0,8.0,64,1
23,5,0.3286630654962863,0.4463200540175557,0.5712356515867657,0.6905806887238353,,10,8.0,8.0,64,1
23,6,0.3546590141796084,0.4772113436866982,0.6039837947332883,0.724848075624578,,10,8.0,8.0,64,1
23,7,0.3158338960162053,0.43804861580013504,0.5685347738014855,0.6942943956785955,,10,8.0,8.0,64,1
23,8,0.3050303848750844,0.4275827143821742,0.5546927751519244,0.6797771775827144,,10,8.0,8.0,64,1
23,9,0.37440918298447,0.50050641458474,0.6190074274139096,0.7359891964888589,,10,8.0,8.0,64,1
23,10,0.35398379473328834,0.4772113436866982,0.6012829169480081,0.7165766374071574,,10,8.0,8.0,64,1
23,11,0.37356515867656986,0.4853139770425388,0.6038149898717083,0.7140445644834571,,10,8.0,8.0,64,1
23,12,0.3425050641458474,0.4613436866981769,0.5844024307900068,0.7022282241728561,,10,8.0,8.0,64,1
23,13,0.3806549628629304,0.49966239027684,0.6267724510465902,0.737677245104659,,10,8.0,8.0,64,1
23,14,0.3664753544902093,0.488014854827819,0.6098919648885888,0.7209655638082377,,10,8.0,8.0,64,1
24,0,0.4101958136394328,0.5356178257933828,0.6596893990546928,0.7805536799459825,,100,1.0,1.0,64,0
24,1,0.41154625253207294,0.5351114112086428,0.6671168129642133,0.775489534098582,,100,1.0,1.0,64,0
24,2,0.4193112761647536,0.5422012153950033,0.6686360567184335,0.7746455097906819,,100,1.0,1.0,64,0
24,3,0.4296083727211344,0.5432140445644834,0.6676232275489534,0.7775151924375422,,100,1.0,1.0,64,0
24,4,0.4297771775827144,0.5492910195813641,0.675557056043214,0.7830857528696826,,100,1.0,1.0,64,0
24,5,0.42218095881161377,0.5420324105334233,0.6679608372721134,0.7788656313301823,,100,1.0,1.0,64,0
24,6,0.4194800810263336,0.5411883862255233,0.6634031060094531,0.7780216070222823,,100,1.0,1.0,64,0
24,7,0.4201553004726536,0.5454085077650236,0.6639095205941931,0.7743079000675219,,100,1.0,1.0,64,0
24,8,0.4220121539500338,0.5536799459824443,0.6706617150573937,0.7813977042538826,,100,1.0,1.0,64,0
24,9,0.4237002025658339,0.550303848750844,0.6728561782579339,0.7726198514517219,,100,1.0,1.0,64,0
24,10,0.4213369345037137,0.550135043889264,0.6694800810263336,0.7759959486833221,,100,1.0,1.0,64,0
24,11,0.4193112761647536,0.5467589466576638,0.6694800810263336,0.7687373396353815,,100,1.0,1.0,64,0
24,12,0.4167792032410533,0.5447332883187036,0.6637407157326131,0.7732950708980418,,100,1.0,1.0,64,0
24,13,0.4274139095205942,0.5524983119513842,0.6711681296421337,0.7766711681296421,,100,1.0,1.0,64,0
24,14,0.42319378798109386,0.5452397029034436,0.6630654962862931,0.7727886563133018,,100,1.0,1.0,64,0
25,0,0.32174206617150575,0.4453072248480756,0.5803511141120864,0.7089804186360568,0.45287960239212144,1,3.0,3.0,64,2
25,1,0.3516205266711681,0.4797434166103984,0.6151249155975692,0.7397029034436192,0.47620324875184966,1,3.0,3.0,64,2
25,2,0.36309925725860903,0.48784604996623904,0.6206954760297096,0.7462862930452397,0.48912857255818437,1,3.0,3.0,64,2
25,3,0.37846049966239026,0.49949358541525996,0.6186698176907495,0.7403781228899392,0.5119608072201776,1,3.0,3.0,64,2
25,4,0.412052667116813,0.5238014854827819,0.6541188386225524,0.7694125590817016,0.5343871467390052,1,3.0,3.0,64,2
25,5,0.4265698852126941,0.5546927751519244,0.675894665766374,0.7895003376097232,0.5513190988505168,1,3.0,3.0,64,2
25,6,0.44091829844699526,0.5676907494935854,0.6863605671843349,0.8055367994598245,0.564555141714242,1,3.0,3.0,64,2
25,7,0.462018906144497,0.5882849426063471,0.7061107359891965,0.8106009453072248,0.5754424149469262,1,3.0,3.0,64,2
25,8,0.46556380823767723,0.5984132343011479,0.7153950033760972,0.8151586765698852,0.5768256080110177,1,3.0,3.0,64,2
25,9,0.487170830519919,0.6174881836596894,0.7273801485482781,0.8212356515867657,0.5900971676522755,1,3.0,3.0,64,2
25,10,0.49358541525995947,0.6171505739365294,0.736326806212019,0.8327143821742066,0.5959815624001379,1,3.0,3.0,64,2
25,11,0.49088453747467925,0.6188386225523295,0.7358203916272789,0.8276502363268062,0.5890438604180718,1,3.0,3.0,64,2
25,12,0.5042201215395004,0.6200202565833896,0.7356515867656989,0.8338960162052668,0.591999381184064,1,3.0,3.0,64,2
25,13,0.5038825118163404,0.62491559756921,0.7445982444294396,0.8362592842673869,0.5973756833181891,1,3.0,3.0,64,2
25,14,0.5059081701553004,0.6323430114787306,0.7474679270762998,0.8458811613774476,0.6005565533786513,1,3.0,3.0,64,2
25,15,0.5064145847400405,0.6284604996623903,0.7461174881836596,0.8463875759621877,0.602039517984486,1,3.0,3.0,64,2
25,16,0.5047265361242403,0.6282916948008103,0.7493247805536799,0.8477380148548278,0.5962507167742683,1,3.0,3.0,64,2
25,17,0.5052329507089804,0.6456785955435517,0.7548953409858203,0.8485820391627279,0.599653633487945,1,3.0,3.0,64,2
25,18,0.5047265361242403,0.6353814989871708,0.7457798784604996,0.8387913571910871,0.5993258544765536,1,3.0,3.0,64,2
25,19,0.5202565833896016,0.6448345712356516,0.7597906819716408,0.8472316002700878,0.608685215951768,1,3.0,3.0,64,2
26,0,0.3273126266036462,0.45172180958811614,0.587778528021607,0.7180958811613775,0.4648205684528174,1,3.0,3.0,64,3
26,1,0.36276164753544904,0.48463875759621877,0.6208642808912896,0.7430790006752195,0.48964520285959356,1,3.0,3.0,64,3
26,2,0.38048615800135044,0.513166779203241,0.6428089128966914,0.7673869007427414,0.5059210691397584,1,3.0,3.0,64,3
26,3,0.40445644834571237,0.5265023632680621,0.6482106684672518,0.763673193787981,0.5337903556064472,1,3.0,3.0,64,3
26,4,0.4312964213369345,0.5570560432140446,0.6848413234301148,0.7927076299797434,0.5591347806832523,1,3.0,3.0,64,3
26,5,0.46336934503713706,0.5838960162052668,0.7044226873733963,0.8102633355840648,0.568840529984195,1,3.0,3.0,64,3
26,6,0.47434166103983794,0.6093855503038488,0.7240040513166779,0.8225860904794058,0.5910738553744141,1,3.0,3.0,64,3
26,7,0.49459824442943956,0.6178257933828494,0.7408845374746793,0.8387913571910871,0.5907237625891847,1,3.0,3.0,64,3
26,8,0.5037137069547603,0.6313301823092505,0.7430790006752195,0.8365968939905469,0.594310591027368,1,3.0,3.0,64,3
26,9,0.5156988521269412,0.6436529372045915,0.7554017555705604,0.8484132343011479,0.6096987166988559,1,3.0,3.0,64,3
26,10,0.5148548278190412,0.6451721809588116,0.7604659014179609,0.8477380148548278,0.6033565720418099,1,3.0,3.0,64,3
26,11,0.5197501688048616,0.6549628629304524,0.7581026333558406,0.849594868332208,0.6086009813064839,1,3.0,3.0,64,3
26,12,0.5150236326806212,0.6515867656988521,0.7689061444969615,0.8548278190411884,0.6161479705361825,1,3.0,3.0,64,3
26,13,0.5219446320054018,0.6573261309925725,0.7719446320054018,0.8531397704253882,0.6156202322828811,1,3.0,3.0,64,3
26,14,0.5346049966239028,0.662390276839973,0.7695813639432816,0.8590479405806887,0.6151281101677161,1,3.0,3.0,64,3
26,15,0.5266711681296421,0.6603646185010128,0.7727886563133018,0.8607359891964889,0.6194087622590573,1,3.0,3.0,64,3
26,16,0.5234638757596218,0.6509115462525321,0.7668804861580013,0.8534773801485482,0.6179646368636751,1,3.0,3.0,64,3
26,17,0.5286968264686023,0.6554692775151925,0.7726198514517219,0.8544902093180283,0.6146520172713491,1,3.0,3.0,64,3
26,18,0.525489534098582,0.6573261309925725,0.7613099257258609,0.8576975016880486,0.6129381370298878,1,3.0,3.0,64,3
26,19,0.5302160702228225,0.662390276839973,0.7707629979743417,0.8544902093180283,0.6139948544617252,1,3.0,3.0,64,3
27,0,0.30925050641458474,0.4324780553679946,0.575624577987846,0.7067859554355166,0.4379832425592075,1,3.0,3.0,64,4
27,1,0.3465563808237677,0.4765361242403781,0.6056718433490884,0.7327819041188386,0.4695789484353736,1,3.0,3.0,64,4
27,2,0.38791357191087106,0.512153950033761,0.637069547602971,0.7523632680621202,0.506927705274618,1,3.0,3.0,64,4
27,3,0.42049291019581364,0.5351114112086428,0.6576637407157326,0.7689061444969615,0.5298340378097299,1,3.0,3.0,64,4
27,4,0.4562795408507765,0.5803511141120864,0.7044226873733963,0.800303848750844,0.5581699098358942,1,3.0,3.0,64,4
27,5,0.4736664415935179,0.6033085752869682,0.7184334908845375,0.8151586765698852,0.5784369294918962,1,3.0,3.0,64,4
27,6,0.48683322079675895,0.6110735989196489,0.7223160027008778,0.825962187711006,0.5901598129232722,1,3.0,3.0,64,4
27,7,0.4979743416610398,0.6299797434166104,0.7464550979068197,0.8423362592842674,0.6015075712725783,1,3.0,3.0,64,4
27,8,0.513335584064821,0.6439905469277515,0.7570898041863605,0.8452059419311276,0.6116676166750394,1,3.0,3.0,64,4
27,9,0.5246455097906819,0.650405131667792,0.7609723160027009,0.8504388926401081,0.6077805548622587,1,3.0,3.0,64,4
27,10,0.5381498987170831,0.6595205941931127,0.7668804861580013,0.8544902093180283,0.6081491785778544,1,3.0,3.0,64,4
27,11,0.5205941931127617,0.6546252532072924,0.761816340310601,0.8490884537474679,0.6147163254408539,1,3.0,3.0,64,4
27,12,0.5214382174206618,0.6549628629304524,0.763335584064821,0.8480756245779878,0.6210305158004603,1,3.0,3.0,64,4
27,13,0.537137069547603,0.6688048615800135,0.7731262660364618,0.8546590141796083,0.6231194787436102,1,3.0,3.0,64,4
27,14,0.5364618501012829,0.6617150573936529,0.7672180958811614,0.8504388926401081,0.6200858076066373,1,3.0,3.0,64,4
27,15,0.537643484132343,0.6709993247805537,0.7709318028359217,0.8551654287643484,0.6260197889078796,1,3.0,3.0,64,4
27,16,0.5432140445644834,0.6721809588116138,0.7746455097906819,0.8548278190411884,0.6225585162806573,1,3.0,3.0,64,4
27,17,0.537137069547603,0.6644159351789332,0.7692437542201216,0.8583727211343687,0.6282647673900252,1,3.0,3.0,64,4
27,18,0.537137069547603,0.6716745442268738,0.7744767049291019,0.8587103308575287,0.627012216152785,1,3.0,3.0,64,4
27,19,0.5400067521944631,0.6676232275489534,0.7729574611748818,0.8583727211343687,0.6327061818354673,1,3.0,3.0,64,4
