index,epoch,r@1,r@2,r@4,r@8,NMI,lr,scl_x,scl_p,sz_emb,seed,edition,torch version,batch
1,4,0.5011816340310601,0.6200202565833896,0.7263673193787981,0.8161715057393653,,1,1.0,3.0,64,0,0,1.1.0,128.0
1,5,0.46353814989871706,0.5916610398379474,0.7025658338960162,0.7972653612424038,,1,1.0,3.0,64,0,0,1.1.0,128.0
1,6,0.4680958811613775,0.587609723160027,0.700033760972316,0.7962525320729237,,1,1.0,3.0,64,0,0,1.1.0,128.0
1,7,0.4648885887913572,0.587609723160027,0.7029034436191762,0.7972653612424038,,1,1.0,3.0,64,0,0,1.1.0,128.0
1,8,0.4660702228224173,0.5886225523295071,0.7013841998649561,0.7942268737339635,,1,1.0,3.0,64,0,0,1.1.0,128.0
1,9,0.4677582714382174,0.5844024307900068,0.6941255908170155,0.787305874409183,,1,1.0,3.0,64,0,0,1.1.0,128.0
3,0,0.4645509790681972,0.5806887238352465,0.6944632005401755,0.7981093855503039,,1,3.0,1.0,64,0,0,1.1.0,128.0
3,1,0.513673193787981,0.6431465226198515,0.7547265361242403,0.8392977717758271,,1,3.0,1.0,64,0,0,1.1.0,128.0
3,2,0.5020256583389602,0.6291357191087104,0.7418973666441594,0.8325455773126266,,1,3.0,1.0,64,0,0,1.1.0,128.0
3,3,0.5084402430790007,0.638588791357191,0.7445982444294396,0.8268062120189061,,1,3.0,1.0,64,0,0,1.1.0,128.0
3,4,0.5089466576637407,0.6284604996623903,0.738183659689399,0.8291694800810263,,1,3.0,1.0,64,0,0,1.1.0,128.0
3,5,0.5069209993247805,0.6301485482781904,0.7361580013504389,0.8220796758946658,,1,3.0,1.0,64,0,0,1.1.0,128.0
3,6,0.4831195138419986,0.6078663065496286,0.7162390276839973,0.8100945307224848,,1,3.0,1.0,64,0,0,1.1.0,128.0
3,7,0.4680958811613775,0.5909858203916273,0.7002025658338961,0.799966239027684,,1,3.0,1.0,64,0,0,1.1.0,128.0
3,8,0.4790681971640784,0.5963875759621877,0.7111748818365969,0.8028359216745442,,1,3.0,1.0,64,0,0,1.1.0,128.0
3,9,0.4726536124240378,0.5952059419311276,0.7077987846049967,0.8028359216745442,,1,3.0,1.0,64,0,0,1.1.0,128.0
4,0,0.3148210668467252,0.4415935178933153,0.5708980418636057,0.700033760972316,,1,3.0,3.0,64,0,0,1.1.0,128.0
4,1,0.4022619851451722,0.5273463875759622,0.6483794733288318,0.7614787305874409,,1,3.0,3.0,64,0,0,1.1.0,128.0
4,2,0.4387238352464551,0.5612761647535449,0.6885550303848751,0.7957461174881837,,1,3.0,3.0,64,0,0,1.1.0,128.0
4,3,0.4583051991897367,0.5805199189736664,0.6904118838622553,0.7940580688723835,,1,3.0,3.0,64,0,0,1.1.0,128.0
4,4,0.4770425388251182,0.5987508440243079,0.7147197839297772,0.812288993923025,,1,3.0,3.0,64,0,0,1.1.0,128.0
4,5,0.4787305874409183,0.6046590141796083,0.7288993923024983,0.8251181634031061,,1,3.0,3.0,64,0,0,1.1.0,128.0
4,6,0.5077650236326806,0.6237339635381499,0.7354827819041189,0.8301823092505064,,1,3.0,3.0,64,0,0,1.1.0,128.0
4,7,0.4986495611073599,0.6264348413234301,0.7364956110735992,0.8305199189736664,,1,3.0,3.0,64,0,0,1.1.0,128.0
4,8,0.4920661715057394,0.6146185010128292,0.7290681971640783,0.824105334233626,,1,3.0,3.0,64,0,0,1.1.0,128.0
4,9,0.4966239027683997,0.6272788656313302,0.7445982444294396,0.8313639432815665,,1,3.0,3.0,64,0,0,1.1.0,128.0
9,0,0.424881836596894,0.550641458474004,0.6728561782579339,0.7797096556380824,,10,1.0,1.0,64,0,0,1.1.0,128.0
9,1,0.4260634706279541,0.5580688723835247,0.6801147873058744,0.7851114112086428,,10,1.0,1.0,64,0,0,1.1.0,128.0
9,2,0.4112086428089129,0.5395003376097232,0.6698176907494936,0.7790344361917623,,10,1.0,1.0,64,0,0,1.1.0,128.0
9,3,0.412390276839973,0.5361242403781229,0.6553004726536125,0.7626603646185011,,10,1.0,1.0,64,0,0,1.1.0,128.0
9,4,0.3914584740040513,0.5145172180958811,0.6389264010803511,0.74983119513842,,10,1.0,1.0,64,0,0,1.1.0,128.0
9,5,0.4064821066846725,0.5297096556380824,0.6483794733288318,0.7554017555705604,,10,1.0,1.0,64,0,0,1.1.0,128.0
9,6,0.3894328156650912,0.5123227548953411,0.6303173531397704,0.7456110735989196,,10,1.0,1.0,64,0,0,1.1.0,128.0
9,7,0.3690074274139095,0.4942606347062796,0.6215395003376097,0.7319378798109386,,10,1.0,1.0,64,0,0,1.1.0,128.0
9,8,0.3674881836596894,0.4799122214719784,0.6051654287643484,0.7169142471303174,,10,1.0,1.0,64,0,0,1.1.0,128.0
9,9,0.3705266711681297,0.4903781228899392,0.6109047940580689,0.7263673193787981,,10,1.0,1.0,64,0,0,1.1.0,128.0
10,0,0.4395678595543552,0.5717420661715057,0.6882174206617151,0.7957461174881837,,10,1.0,3.0,64,0,0,1.1.0,128.0
10,1,0.4957798784604997,0.6186698176907495,0.7353139770425389,0.8327143821742066,,10,1.0,3.0,64,0,0,1.1.0,128.0
10,2,0.4964550979068197,0.62525320729237,0.7267049291019582,0.8214044564483457,,10,1.0,3.0,64,0,0,1.1.0,128.0
10,3,0.5027008777852802,0.6227211343686698,0.7358203916272789,0.824780553679946,,10,1.0,3.0,64,0,0,1.1.0,128.0
10,4,0.49983119513842,0.62542201215395,0.7348075624577988,0.8203916272788656,,10,1.0,3.0,64,0,0,1.1.0,128.0
10,5,0.5045577312626603,0.6323430114787306,0.7334571235651587,0.8214044564483457,,10,1.0,3.0,64,0,0,1.1.0,128.0
10,6,0.4794058068872383,0.6043214044564483,0.7106684672518568,0.8014854827819041,,10,1.0,3.0,64,0,0,1.1.0,128.0
10,7,0.4713031735313977,0.5911546252532073,0.6956448345712356,0.7883187035786631,,10,1.0,3.0,64,0,0,1.1.0,128.0
10,8,0.4572923700202566,0.5793382849426063,0.6934503713706954,0.7918636056718433,,10,1.0,3.0,64,0,0,1.1.0,128.0
10,9,0.4691087103308576,0.5892977717758271,0.7061107359891965,0.7979405806887239,,10,1.0,3.0,64,0,0,1.1.0,128.0
12,0,0.4547602970965564,0.587440918298447,0.7089804186360568,0.8084064821066846,,10,3.0,1.0,64,0,0,1.1.0,128.0
12,1,0.4853139770425388,0.6137744767049291,0.725185685347738,0.824105334233626,,10,3.0,1.0,64,0,0,1.1.0,128.0
12,2,0.5128291694800811,0.6311613774476705,0.737677245104659,0.824780553679946,,10,3.0,1.0,64,0,0,1.1.0,128.0
12,3,0.4991559756920999,0.6233963538149899,0.7316002700877785,0.824780553679946,,10,3.0,1.0,64,0,0,1.1.0,128.0
12,4,0.4821066846725186,0.6022957461174882,0.7115124915597569,0.8073936529372046,,10,3.0,1.0,64,0,0,1.1.0,128.0
12,5,0.4859891964888589,0.6097231600270088,0.7223160027008778,0.8185347738014855,,10,3.0,1.0,64,0,0,1.1.0,128.0
12,6,0.4593180283592168,0.5776502363268062,0.6910871033085753,0.7964213369345037,,10,3.0,1.0,64,0,0,1.1.0,128.0
12,7,0.4827819041188386,0.6082039162727887,0.7221471978392978,0.8057056043214045,,10,3.0,1.0,64,0,0,1.1.0,128.0
12,8,0.4745104659014179,0.6043214044564483,0.7143821742066172,0.8141458474004052,,10,3.0,1.0,64,0,0,1.1.0,128.0
12,9,0.4719783929777178,0.6017893315327482,0.7137069547602971,0.7991222147197841,,10,3.0,1.0,64,0,0,1.1.0,128.0
13,0,0.2775151924375422,0.4002363268062121,0.5324105334233626,0.6706617150573937,,10,3.0,3.0,64,0,0,1.1.0,128.0
13,1,0.3772788656313302,0.4974679270762998,0.6272788656313302,0.7400405131667792,,10,3.0,3.0,64,0,0,1.1.0,128.0
13,2,0.4061444969615125,0.5332545577312626,0.6549628629304524,0.7672180958811614,,10,3.0,3.0,64,0,0,1.1.0,128.0
13,3,0.4350101282916948,0.5577312626603647,0.6718433490884538,0.7761647535449021,,10,3.0,3.0,64,0,0,1.1.0,128.0
13,4,0.4719783929777178,0.6029709655638082,0.7147197839297772,0.8127954085077651,,10,3.0,3.0,64,0,0,1.1.0,128.0
13,5,0.4572923700202566,0.5830519918973667,0.6991897366644161,0.799966239027684,,10,3.0,3.0,64,0,0,1.1.0,128.0
13,6,0.4883524645509791,0.6188386225523295,0.7292370020256583,0.824274139095206,,10,3.0,3.0,64,0,0,1.1.0,128.0
13,7,0.4861580013504389,0.6063470627954085,0.7199527346387576,0.8106009453072248,,10,3.0,3.0,64,0,0,1.1.0,128.0
13,8,0.4978055367994598,0.6193450371370696,0.7265361242403782,0.8190411883862255,,10,3.0,3.0,64,0,0,1.1.0,128.0
13,9,0.488183659689399,0.6166441593517893,0.7280553679945982,0.8208980418636057,,10,3.0,3.0,64,0,0,1.1.0,128.0
18,0,0.4258946657663741,0.5509790681971639,0.6782579338284943,0.786968264686023,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,1,0.4662390276839973,0.5921674544226874,0.7147197839297772,0.812288993923025,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,2,0.4699527346387576,0.5975692099932478,0.7231600270087779,0.8165091154625254,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,3,0.4756920999324781,0.6028021607022283,0.7218095881161377,0.8200540175557056,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,4,0.4853139770425388,0.611580013504389,0.7261985145172181,0.8220796758946658,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,5,0.4886900742741391,0.613099257258609,0.7348075624577988,0.8229237002025659,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,6,0.486833220796759,0.6154625253207292,0.7241728561782579,0.8185347738014855,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,7,0.50050641458474,0.6249155975692099,0.7326130992572586,0.8237677245104659,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,8,0.4800810263335584,0.6168129642133694,0.7285617825793382,0.8205604321404456,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,9,0.5016880486158002,0.6227211343686698,0.7307562457798784,0.8252869682646861,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,10,0.4962862930452397,0.6196826468602296,0.7354827819041189,0.8232613099257259,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,11,0.4888588791357191,0.6073598919648886,0.7299122214719784,0.8154962862930453,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,12,0.4935854152599594,0.6191762322754896,0.7302498311951384,0.8203916272788656,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,13,0.4858203916272789,0.613099257258609,0.7278865631330182,0.8158338960162053,,1,1.0,1.0,64,1,0,1.1.0,128.0
18,14,0.48784604996623904,0.613099257258609,0.7297434166103984,0.8205604321404456,,1,1.0,1.0,64,1,0,1.1.0,128.0
19,0,0.3365968939905469,0.4650573936529372,0.599594868332208,0.7349763673193788,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,1,0.3683322079675895,0.4957798784604997,0.6299797434166104,0.7581026333558406,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,2,0.3838622552329507,0.5151924375422012,0.6347062795408508,0.7533760972316003,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,3,0.4042876434841323,0.5290344361917623,0.6524307900067522,0.7678933153274814,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,4,0.4326468602295746,0.5575624577987845,0.6789331532748143,0.786799459824443,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,5,0.4556043214044565,0.5813639432815665,0.7029034436191762,0.8079000675219447,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,6,0.4844699527346388,0.6154625253207292,0.7300810263335584,0.8220796758946658,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,7,0.4983119513841999,0.6235651586765699,0.7354827819041189,0.8328831870357867,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,8,0.5033760972316003,0.6316677920324105,0.7508440243079001,0.8377785280216071,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,9,0.5094530722484808,0.6330182309250506,0.7471303173531397,0.8401417960837272,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,10,0.5165428764348413,0.636731937879811,0.7559081701553004,0.8450371370695476,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,11,0.5185685347738015,0.6428089128966914,0.7577650236326806,0.8465563808237677,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,12,0.5180621201890614,0.6466914247130318,0.7635043889264008,0.8511141120864281,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,13,0.5168804861580013,0.6583389601620526,0.7650236326806212,0.8565158676569885,,1,3.0,3.0,64,1,0,1.1.0,128.0
19,14,0.5265023632680621,0.6510803511141121,0.762153950033761,0.8516205266711682,,1,3.0,3.0,64,1,0,1.1.0,128.0
21,0,0.4258946657663741,0.5521607022282242,0.6750506414584739,0.7839297771775827,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,1,0.4483457123565159,0.5666779203241054,0.6937879810938555,0.800135043889264,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,2,0.4459824442943957,0.5710668467251857,0.6920999324780553,0.7954085077650236,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,3,0.4488521269412559,0.5700540175557056,0.6953072248480756,0.7960837272113437,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,4,0.4424375422012154,0.5643146522619852,0.6880486158001351,0.8003038487508441,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,5,0.4463200540175557,0.5708980418636057,0.6841661039837947,0.7908507765023632,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,6,0.4409182984469953,0.5712356515867657,0.6885550303848751,0.7886563133018231,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,7,0.4461512491559757,0.5776502363268062,0.6934503713706954,0.7930452397029034,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,8,0.4351789331532748,0.5661715057393653,0.6831532748143146,0.7844361917623227,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,9,0.4407494935854153,0.5675219446320054,0.6872045914922349,0.786968264686023,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,10,0.449696151249156,0.5720796758946658,0.6829844699527347,0.787137069547603,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,11,0.4388926401080352,0.5638082376772451,0.675557056043214,0.7808912896691425,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,12,0.4449696151249156,0.562457798784605,0.6819716407832546,0.7918636056718433,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,13,0.4439567859554355,0.5692099932478055,0.6816340310600946,0.787812288993923,,10,1.0,1.0,64,1,0,1.1.0,128.0
21,14,0.4429439567859553,0.5656650911546253,0.6828156650911547,0.7812288993923024,,10,1.0,1.0,64,1,0,1.1.0,128.0
22,0,0.337947332883187,0.4682646860229575,0.599257258609048,0.7336259284267387,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,1,0.3691762322754895,0.5030384875084403,0.6316677920324105,0.7564145847400405,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,2,0.38723835246455096,0.5158676569885212,0.6461850101282917,0.7574274139095206,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,3,0.4164415935178933,0.5438892640108035,0.6618838622552329,0.7758271438217421,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,4,0.4343349088453747,0.5639770425388251,0.6868669817690749,0.7947332883187036,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,5,0.4523970290344362,0.5810263335584065,0.7052667116812964,0.8114449696151249,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,6,0.4851451721809588,0.6168129642133694,0.7346387575962188,0.8284942606347063,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,7,0.4918973666441594,0.6188386225523295,0.7400405131667792,0.8330519918973667,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,8,0.4959486833220797,0.6267724510465902,0.7523632680621202,0.8450371370695476,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,9,0.5091154625253207,0.6289669142471304,0.7491559756920999,0.8398041863605672,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,10,0.512153950033761,0.6407832545577312,0.7518568534773802,0.8433490884537475,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,11,0.5064145847400405,0.6353814989871708,0.7586090479405807,0.8487508440243079,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,12,0.5178933153274814,0.6439905469277515,0.7608035111411209,0.8507765023632681,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,13,0.5209318028359217,0.6443281566509116,0.7614787305874409,0.8541525995948683,,10,3.0,3.0,64,1,0,1.1.0,128.0
22,14,0.5234638757596218,0.6520931802835922,0.7638419986495611,0.8538149898717083,,10,3.0,3.0,64,1,0,1.1.0,128.0
24,0,0.4101958136394328,0.5356178257933828,0.6596893990546928,0.7805536799459825,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,1,0.41154625253207294,0.5351114112086428,0.6671168129642133,0.775489534098582,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,2,0.4193112761647536,0.5422012153950033,0.6686360567184335,0.7746455097906819,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,3,0.4296083727211344,0.5432140445644834,0.6676232275489534,0.7775151924375422,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,4,0.4297771775827144,0.5492910195813641,0.675557056043214,0.7830857528696826,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,5,0.42218095881161377,0.5420324105334233,0.6679608372721134,0.7788656313301823,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,6,0.4194800810263336,0.5411883862255233,0.6634031060094531,0.7780216070222823,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,7,0.4201553004726536,0.5454085077650236,0.6639095205941931,0.7743079000675219,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,8,0.4220121539500338,0.5536799459824443,0.6706617150573937,0.7813977042538826,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,9,0.4237002025658339,0.550303848750844,0.6728561782579339,0.7726198514517219,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,10,0.4213369345037137,0.550135043889264,0.6694800810263336,0.7759959486833221,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,11,0.4193112761647536,0.5467589466576638,0.6694800810263336,0.7687373396353815,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,12,0.4167792032410533,0.5447332883187036,0.6637407157326131,0.7732950708980418,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,13,0.4274139095205942,0.5524983119513842,0.6711681296421337,0.7766711681296421,,100,1.0,1.0,64,0,0,1.1.0,128.0
24,14,0.42319378798109386,0.5452397029034436,0.6630654962862931,0.7727886563133018,,100,1.0,1.0,64,0,0,1.1.0,128.0
25,0,0.3217420661715057,0.4453072248480756,0.5803511141120864,0.7089804186360568,0.4528796023921214,1,3.0,3.0,64,2,0,1.1.0,128.0
25,1,0.3516205266711681,0.4797434166103984,0.6151249155975692,0.7397029034436192,0.4762032487518497,1,3.0,3.0,64,2,0,1.1.0,128.0
25,2,0.36309925725860903,0.48784604996623904,0.6206954760297096,0.7462862930452397,0.4891285725581844,1,3.0,3.0,64,2,0,1.1.0,128.0
25,3,0.3784604996623903,0.4994935854152601,0.6186698176907495,0.7403781228899392,0.5119608072201776,1,3.0,3.0,64,2,0,1.1.0,128.0
25,4,0.412052667116813,0.5238014854827819,0.6541188386225524,0.7694125590817016,0.5343871467390052,1,3.0,3.0,64,2,0,1.1.0,128.0
25,5,0.4265698852126941,0.5546927751519244,0.675894665766374,0.7895003376097232,0.5513190988505168,1,3.0,3.0,64,2,0,1.1.0,128.0
25,6,0.4409182984469953,0.5676907494935854,0.6863605671843349,0.8055367994598245,0.5645551417142421,1,3.0,3.0,64,2,0,1.1.0,128.0
25,7,0.462018906144497,0.5882849426063471,0.7061107359891965,0.8106009453072248,0.5754424149469262,1,3.0,3.0,64,2,0,1.1.0,128.0
25,8,0.4655638082376772,0.5984132343011479,0.7153950033760972,0.8151586765698852,0.5768256080110177,1,3.0,3.0,64,2,0,1.1.0,128.0
25,9,0.487170830519919,0.6174881836596894,0.7273801485482781,0.8212356515867657,0.5900971676522755,1,3.0,3.0,64,2,0,1.1.0,128.0
25,10,0.4935854152599594,0.6171505739365294,0.7363268062120191,0.8327143821742066,0.5959815624001379,1,3.0,3.0,64,2,0,1.1.0,128.0
25,11,0.4908845374746793,0.6188386225523295,0.7358203916272789,0.8276502363268062,0.5890438604180718,1,3.0,3.0,64,2,0,1.1.0,128.0
25,12,0.5042201215395004,0.6200202565833896,0.7356515867656989,0.8338960162052668,0.591999381184064,1,3.0,3.0,64,2,0,1.1.0,128.0
25,13,0.5038825118163404,0.6249155975692099,0.7445982444294396,0.8362592842673869,0.5973756833181891,1,3.0,3.0,64,2,0,1.1.0,128.0
25,14,0.5059081701553004,0.6323430114787306,0.7474679270762998,0.8458811613774476,0.6005565533786513,1,3.0,3.0,64,2,0,1.1.0,128.0
25,15,0.5064145847400405,0.6284604996623903,0.7461174881836596,0.8463875759621877,0.602039517984486,1,3.0,3.0,64,2,0,1.1.0,128.0
25,16,0.5047265361242403,0.6282916948008103,0.7493247805536799,0.8477380148548278,0.5962507167742683,1,3.0,3.0,64,2,0,1.1.0,128.0
25,17,0.5052329507089804,0.6456785955435517,0.7548953409858203,0.8485820391627279,0.599653633487945,1,3.0,3.0,64,2,0,1.1.0,128.0
25,18,0.5047265361242403,0.6353814989871708,0.7457798784604996,0.8387913571910871,0.5993258544765536,1,3.0,3.0,64,2,0,1.1.0,128.0
25,19,0.5202565833896016,0.6448345712356516,0.7597906819716408,0.8472316002700878,0.6086852159517679,1,3.0,3.0,64,2,0,1.1.0,128.0
26,0,0.3273126266036462,0.4517218095881162,0.587778528021607,0.7180958811613775,0.4648205684528174,1,3.0,3.0,64,3,0,1.1.0,128.0
26,1,0.3627616475354489,0.4846387575962188,0.6208642808912896,0.7430790006752195,0.4896452028595936,1,3.0,3.0,64,3,0,1.1.0,128.0
26,2,0.3804861580013504,0.513166779203241,0.6428089128966914,0.7673869007427414,0.5059210691397584,1,3.0,3.0,64,3,0,1.1.0,128.0
26,3,0.4044564483457124,0.5265023632680621,0.6482106684672518,0.7636731937879809,0.5337903556064472,1,3.0,3.0,64,3,0,1.1.0,128.0
26,4,0.4312964213369345,0.5570560432140446,0.6848413234301148,0.7927076299797434,0.5591347806832523,1,3.0,3.0,64,3,0,1.1.0,128.0
26,5,0.46336934503713706,0.5838960162052668,0.7044226873733963,0.8102633355840648,0.568840529984195,1,3.0,3.0,64,3,0,1.1.0,128.0
26,6,0.4743416610398379,0.6093855503038488,0.7240040513166779,0.8225860904794058,0.5910738553744141,1,3.0,3.0,64,3,0,1.1.0,128.0
26,7,0.4945982444294396,0.6178257933828494,0.7408845374746793,0.8387913571910871,0.5907237625891847,1,3.0,3.0,64,3,0,1.1.0,128.0
26,8,0.5037137069547603,0.6313301823092505,0.7430790006752195,0.8365968939905469,0.5943105910273679,1,3.0,3.0,64,3,0,1.1.0,128.0
26,9,0.5156988521269412,0.6436529372045915,0.7554017555705604,0.8484132343011479,0.6096987166988559,1,3.0,3.0,64,3,0,1.1.0,128.0
26,10,0.5148548278190412,0.6451721809588116,0.7604659014179609,0.8477380148548278,0.6033565720418099,1,3.0,3.0,64,3,0,1.1.0,128.0
26,11,0.5197501688048616,0.6549628629304524,0.7581026333558406,0.849594868332208,0.6086009813064839,1,3.0,3.0,64,3,0,1.1.0,128.0
26,12,0.5150236326806212,0.6515867656988521,0.7689061444969615,0.8548278190411884,0.6161479705361825,1,3.0,3.0,64,3,0,1.1.0,128.0
26,13,0.5219446320054018,0.6573261309925725,0.7719446320054018,0.8531397704253882,0.6156202322828811,1,3.0,3.0,64,3,0,1.1.0,128.0
26,14,0.5346049966239028,0.662390276839973,0.7695813639432816,0.8590479405806887,0.6151281101677161,1,3.0,3.0,64,3,0,1.1.0,128.0
26,15,0.5266711681296421,0.6603646185010128,0.7727886563133018,0.8607359891964889,0.6194087622590573,1,3.0,3.0,64,3,0,1.1.0,128.0
26,16,0.5234638757596218,0.6509115462525321,0.7668804861580013,0.8534773801485482,0.6179646368636751,1,3.0,3.0,64,3,0,1.1.0,128.0
26,17,0.5286968264686023,0.6554692775151925,0.7726198514517219,0.8544902093180283,0.6146520172713491,1,3.0,3.0,64,3,0,1.1.0,128.0
26,18,0.525489534098582,0.6573261309925725,0.7613099257258609,0.8576975016880486,0.6129381370298878,1,3.0,3.0,64,3,0,1.1.0,128.0
26,19,0.5302160702228225,0.662390276839973,0.7707629979743417,0.8544902093180283,0.6139948544617252,1,3.0,3.0,64,3,0,1.1.0,128.0
27,0,0.30925050641458474,0.4324780553679946,0.575624577987846,0.7067859554355166,0.4379832425592075,1,3.0,3.0,64,4,0,1.1.0,128.0
27,1,0.3465563808237677,0.4765361242403781,0.6056718433490884,0.7327819041188386,0.4695789484353736,1,3.0,3.0,64,4,0,1.1.0,128.0
27,2,0.3879135719108711,0.512153950033761,0.6370695476029711,0.7523632680621202,0.506927705274618,1,3.0,3.0,64,4,0,1.1.0,128.0
27,3,0.4204929101958136,0.5351114112086428,0.6576637407157326,0.7689061444969615,0.5298340378097299,1,3.0,3.0,64,4,0,1.1.0,128.0
27,4,0.4562795408507765,0.5803511141120864,0.7044226873733963,0.8003038487508441,0.5581699098358942,1,3.0,3.0,64,4,0,1.1.0,128.0
27,5,0.4736664415935179,0.6033085752869682,0.7184334908845375,0.8151586765698852,0.5784369294918962,1,3.0,3.0,64,4,0,1.1.0,128.0
